Date,Open,High,Low,Close,Volume
2024-10-03 00:00:00,54982.8359375,56422.35546875,54310.67578125,54892.1328125,36903348604
2024-10-04 00:00:00,54891.86328125,55699.73828125,54243.96875,55060.4140625,32719806950
2024-10-05 00:00:00,55056.0859375,56909.765625,54787.6484375,56525.16015625,26943637745
2024-10-06 00:00:00,56525.28515625,56793.8671875,56181.01171875,56537.92578125,12115654225
2024-10-07 00:00:00,56533.41015625,57374.73828125,56304.08984375,57261.046875,13468906393
2024-10-08 00:00:00,57261.1875,58705.3828125,56612.95703125,56710.35546875,31212017518
2024-10-09 00:00:00,56696.67578125,57546.80078125,56373.99609375,56609.6171875,25633854870
2024-10-10 00:00:00,56609.39453125,56966.23828125,55130.99609375,55368.1015625,25289479266
2024-10-11 00:00:00,55367.9453125,56008.515625,53929.3984375,55127.66015625,27852447819
2024-10-12 00:00:00,55128.5390625,57958.8125,54931.09765625,57063.3828125,27713457550
2024-10-13 00:00:00,57062.953125,57980.578125,57061.72265625,57746.859375,15301053177
2024-10-14 00:00:00,57746.78515625,57819.625,56682.0234375,57437.484375,16611753637
2024-10-15 00:00:00,57434.765625,60958.46484375,57170.7265625,60539.99609375,40063196377
2024-10-16 00:00:00,60543.8828125,62219.6015625,59440.20703125,61600.1171875,44898127982
2024-10-17 00:00:00,61601.36328125,62771.87109375,61327.90234375,62262.73046875,35172918772
2024-10-18 00:00:00,62266.7421875,62519.50390625,61630.84375,62239.02734375,30280099412
2024-10-19 00:00:00,62256.828125,63482.58203125,62020.7109375,62946.5703125,33909284728
2024-10-20 00:00:00,62946.74609375,63157.3984375,62565.66015625,62876.625,13284407201
2024-10-21 00:00:00,62877.953125,63815.765625,62646.09375,63490.23828125,17460163273
2024-10-22 00:00:00,63490.5078125,63934.12890625,61679.4765625,62288.85546875,34671516441
2024-10-23 00:00:00,62282.24609375,62782.16015625,61551.41015625,62396.125,29463838245
2024-10-24 00:00:00,62397.02734375,62434.421875,60517.37890625,61624.30078125,29928939303
2024-10-25 00:00:00,61829.77734375,63552.078125,61630.59375,62971.4765625,29022628293
2024-10-26 00:00:00,62975.39453125,63418.80078125,60664.92578125,61702.4765625,38395980249
2024-10-27 00:00:00,61689.81640625,62327.91015625,61441.55078125,62047.16796875,18136110792
2024-10-28 00:00:00,62055.296875,63195.24609375,61892.10546875,62920.0546875,15488245193
2024-10-29 00:00:00,62913.921875,64932.8671875,62625.328125,64624.40625,35867518690
2024-10-30 00:00:00,64626.5234375,68047.296875,64458.68359375,67210.609375,54106273662
2024-10-31 00:00:00,67205.8671875,67122.671875,65933.2421875,66622.2578125,37434171457
2024-11-01 00:00:00,66618.1171875,66839.515625,63943.44140625,64512.30859375,37328113057
2024-11-02 00:00:00,64513.87890625,65902.703125,63222.23046875,63918.3828125,45986662542
2024-11-03 00:00:00,63921.65234375,64272.4453125,63505.5703125,63717.2421875,16722260141
2024-11-04 00:00:00,63723.7734375,63783.80078125,62281.984375,63222.6484375,32069114785
2024-11-05 00:00:00,63223.5859375,63730.9765625,61413.3984375,62362.37890625,37875330820
2024-11-06 00:00:00,62362.0703125,64594.2890625,62034.03125,63434.734375,42113471835
2024-11-07 00:00:00,63433.76171875,71226.3828125,63436.453125,70484.1953125,110510446003
2024-11-08 00:00:00,70482.34375,71209.0859375,69331.8125,70311.3515625,58790660026
2024-11-09 00:00:00,70309.4765625,72123.9375,70156.5703125,71381.03125,51454130570
2024-11-10 00:00:00,71391.0234375,71775.65625,70694.3671875,71632.0703125,27064858855
2024-11-11 00:00:00,71628.96875,76062.2421875,71432.9453125,75115.9765625,77072796601
2024-11-12 00:00:00,75113.3828125,84076.4375,74940.3984375,83185.0546875,110630368977
2024-11-13 00:00:00,83188.875,84622.53125,80155.828125,82847.25,125909407287
2024-11-14 00:00:00,82822.90625,88366.5703125,81282.40625,85732.5703125,116941329895
2024-11-15 00:00:00,85723.78125,86946.71875,82300.3046875,82875.171875,83223077947
2024-11-16 00:00:00,82907.2265625,87124.09375,82648.9453125,86355.34375,74195749949
2024-11-17 00:00:00,86353.7890625,87025.4375,85441.9375,85882.21875,42043915403
2024-11-18 00:00:00,85882.203125,86711.625,84272.28125,85271.4375,43990287295
2024-11-19 00:00:00,85269.4140625,87620.640625,84590.6484375,85461.03125,71296405243
2024-11-20 00:00:00,85455.5234375,88776.5,85360.8125,87057.5703125,70255090885
2024-11-21 00:00:00,87055.78125,90125.2265625,86453.53125,89452.8046875,68015364614
2024-11-22 00:00:00,89448.203125,94494.21875,89235.5390625,94091.0234375,101273865560
2024-11-23 00:00:00,94083.1015625,95735.15625,93446.734375,95022.90625,75322866292
2024-11-24 00:00:00,95031.625,95039.2421875,93331.6171875,93854.1640625,42632595888
2024-11-25 00:00:00,93854.9453125,94689.15625,91944.7734375,93529.59375,49346143967
2024-11-26 00:00:00,93548.3125,94446.9453125,88260.90625,89146.75,77471943067
2024-11-27 00:00:00,89132.375,90655.0,86667.25,87675.34375,87361953618
2024-11-28 00:00:00,87668.5,92162.2890625,87477.0859375,90855.1171875,67347516699
2024-11-29 00:00:00,90847.9375,91595.109375,89885.546875,90577.8125,49487458042
2024-11-30 00:00:00,90579.2265625,93445.2578125,90325.21875,92119.8515625,51955958927
2024-12-01 00:00:00,92126.7421875,92155.6015625,90890.7109375,91178.8828125,29905670387
2024-12-02 00:00:00,91190.5,92629.28125,90537.109375,92260.4453125,34702725191
2024-12-03 00:00:00,92256.859375,93210.8125,90090.1640625,91292.3359375,69213765532
2024-12-04 00:00:00,91282.140625,91799.4453125,88955.1953125,91343.65625,63813345434
2024-12-05 00:00:00,91330.6875,94347.0625,89961.0078125,93955.8359375,73438101624
2024-12-06 00:00:00,93930.1640625,98748.671875,86885.953125,91242.09375,140951917557
2024-12-07 00:00:00,91696.1171875,96593.7109375,91192.8515625,94482.1328125,89389339517
2024-12-08 00:00:00,94478.34375,95089.8125,93640.734375,94530.375,41793206456
2024-12-09 00:00:00,94529.03125,95966.3671875,93440.71875,95815.53125,41763126790
2024-12-10 00:00:00,95816.5234375,95850.0703125,89399.015625,92316.53125,104864852263
2024-12-11 00:00:00,92324.59375,93367.9453125,89685.5546875,91798.15625,99535420901
2024-12-12 00:00:00,91779.765625,97092.859375,90887.0,96304.9921875,81282716855
2024-12-13 00:00:00,96300.015625,97755.140625,94824.453125,95515.953125,68812563704
2024-12-14 00:00:00,95519.4375,97085.2578125,94807.375,96576.125,54156464084
2024-12-15 00:00:00,96568.6875,97679.9375,95823.75,96527.3359375,38490750885
2024-12-16 00:00:00,96527.875,99995.703125,96388.375,99243.0234375,48666718241
2024-12-17 00:00:00,99238.15625,102564.6484375,98434.671875,100818.9921875,86547310403
2024-12-18 00:00:00,100819.921875,103064.8515625,100334.078125,101138.9375,65357228227
2024-12-19 00:00:00,101145.3125,101406.328125,96653.9375,96653.9375,90687177291
2024-12-20 00:00:00,96682.09375,98788.6484375,92200.7265625,94061.5078125,93801695974
2024-12-21 00:00:00,94055.4765625,94520.0703125,88670.21875,93712.2578125,101264529548
2024-12-22 00:00:00,93712.5078125,95390.984375,92460.015625,93216.4453125,49631204857
2024-12-23 00:00:00,93210.296875,93346.390625,90305.515625,91152.8515625,41354966950
2024-12-24 00:00:00,91147.5390625,92778.625,88804.5859375,91006.0703125,62703358592
2024-12-25 00:00:00,91004.25,95666.8671875,89818.2109375,94839.8671875,45283265620
2024-12-26 00:00:00,94839.6875,95672.09375,93628.34375,95487.59375,32406804981
2024-12-27 00:00:00,95486.15625,96071.9765625,91468.3203125,91917.90625,45150289357
2024-12-28 00:00:00,91831.03125,93460.5546875,89574.578125,90321.7109375,50280519776
2024-12-29 00:00:00,90317.2265625,91605.2265625,90177.28125,91258.1171875,23117994682
2024-12-30 00:00:00,91267.828125,91268.6171875,89027.7578125,89674.5390625,28414175532
2024-12-31 00:00:00,89671.6328125,91217.28125,87812.015625,89031.2421875,53997345803
2025-01-01 00:00:00,89031.2734375,92562.15625,88287.7421875,90269.890625,42149923855
2025-01-02 00:00:00,90265.9296875,91665.609375,89650.5,91219.3046875,23688762764
2025-01-03 00:00:00,91215.953125,95260.453125,91023.7734375,94359.0,44809128866
2025-01-04 00:00:00,94353.984375,96061.6328125,93430.734375,95134.4765625,34532259176
2025-01-05 00:00:00,95134.0546875,95751.7578125,94623.65625,95268.609375,21667660230
2025-01-06 00:00:00,95266.359375,95896.4375,94352.6796875,95402.578125,19917235201
2025-01-07 00:00:00,95402.5703125,98587.09375,94976.4140625,98308.6484375,49909748805
2025-01-08 00:00:00,98473.109375,98956.0859375,92892.71875,93722.125,56747818088
2025-01-09 00:00:00,93723.5390625,93998.515625,89804.75,92158.953125,61937226845
2025-01-10 00:00:00,92158.9140625,92421.1484375,88549.1640625,89819.5703125,60968648784
2025-01-11 00:00:00,89829.7265625,93484.5703125,89956.203125,92333.0703125,60506667813
2025-01-12 00:00:00,92332.4609375,92620.53125,91493.1953125,92219.640625,18392804431
2025-01-13 00:00:00,92218.796875,93000.703125,91386.7578125,92246.0390625,20389485037
2025-01-14 00:00:00,92246.484375,93596.5234375,87411.8828125,92086.5078125,71102708207
2025-01-15 00:00:00,92088.921875,94902.78125,92043.421875,93666.3046875,52172340058
2025-01-16 00:00:00,93666.3125,97822.2265625,93690.453125,97625.9453125,56150304169
2025-01-17 00:00:00,97626.7265625,97889.15625,94748.359375,96836.125,52519677177
2025-01-18 00:00:00,97097.109375,103037.7421875,97035.09375,101394.828125,69778168648
2025-01-19 00:00:00,101067.640625,102021.171875,99225.0390625,101663.1796875,49119439437
2025-01-20 00:00:00,101666.3125,103345.1953125,96931.515625,98330.671875,74694177796
2025-01-21 00:00:00,98324.9765625,105812.4140625,96722.171875,97881.2109375,121160679030
2025-01-22 00:00:00,97915.671875,102744.4140625,96500.2109375,101996.046875,85264472337
2025-01-23 00:00:00,101986.5546875,102045.6484375,99202.703125,99589.3515625,51765886964
2025-01-24 00:00:00,99593.7734375,102729.75,97183.390625,99811.5390625,99950120635
2025-01-25 00:00:00,99816.8125,101970.5625,98433.1875,99794.859375,49876947107
2025-01-26 00:00:00,99799.1875,100208.296875,99129.265625,99704.46875,22746003575
2025-01-27 00:00:00,99703.1015625,100408.1640625,97926.953125,98096.2890625,21536517646
2025-01-28 00:00:00,98094.1875,98621.6015625,93478.5390625,97807.15625,85274561336
2025-01-29 00:00:00,97814.5546875,99385.125,96099.15625,97179.671875,45247126641
2025-01-30 00:00:00,97165.3359375,100589.375,97133.0078125,99479.0703125,45500000133
2025-01-31 00:00:00,99484.9453125,101998.984375,99089.28125,100736.09375,40315233733
2025-02-01 00:00:00,100738.265625,102066.5859375,97951.6640625,98832.21875,44137193944
2025-02-02 00:00:00,98830.0703125,99170.6796875,96784.484375,97130.1328125,26785639556
2025-02-03 00:00:00,97135.5625,97877.75,93886.109375,95332.328125,61569789864
2025-02-04 00:00:00,95324.640625,99157.2421875,89222.6875,98183.671875,111734495826
2025-02-05 00:00:00,98177.1796875,98562.296875,92705.6484375,94367.03125,70387923928
2025-02-06 00:00:00,94373.0,95147.4921875,92466.8984375,92911.3984375,47242522056
2025-02-07 00:00:00,92906.78125,95688.0859375,92162.3515625,93010.265625,43622022053
2025-02-08 00:00:00,92998.7265625,96447.3359375,92592.5234375,93431.8515625,53952775411
2025-02-09 00:00:00,93435.8984375,93769.3828125,92663.171875,93418.359375,21734637852
2025-02-10 00:00:00,93417.2578125,94234.421875,92140.6171875,93600.265625,26899528101
2025-02-11 00:00:00,93599.65625,95269.84375,92528.0390625,94593.2578125,38909017400
2025-02-12 00:00:00,94593.8125,95586.078125,91560.765625,92383.15625,36171539894
2025-02-13 00:00:00,92381.4765625,94504.421875,91158.28125,94189.5,47477251626
2025-02-14 00:00:00,94192.2734375,94333.6171875,91364.3203125,92359.46875,35507822767
2025-02-15 00:00:00,92358.9921875,94045.9921875,91744.3671875,92896.6953125,31151339781
2025-02-16 00:00:00,92896.140625,93340.71875,92640.640625,93009.0,16248653005
2025-02-17 00:00:00,93009.140625,93147.4453125,91581.2734375,91693.8515625,15766241815
2025-02-18 00:00:00,91697.640625,92649.1953125,90851.578125,91338.8828125,26070813720
2025-02-19 00:00:00,91339.296875,92540.9609375,89446.046875,91440.8046875,35724409748
2025-02-20 00:00:00,91434.09375,92899.046875,90943.078125,92732.6953125,27819989489
2025-02-21 00:00:00,92729.875,94081.484375,92513.3046875,93646.8515625,30158566465
2025-02-22 00:00:00,93653.265625,94967.921875,90674.96875,91858.7265625,47406675207
2025-02-23 00:00:00,91867.0,92695.40625,91514.5078125,92339.3515625,17548348536
2025-02-24 00:00:00,92339.390625,92429.3359375,91089.4140625,91916.8515625,16230133556
2025-02-25 00:00:00,91920.7109375,92108.59375,87341.7890625,87386.171875,42103810505
2025-02-26 00:00:00,87404.28125,88319.03125,81811.71875,84346.3984375,87580982647
2025-02-27 00:00:00,84253.9296875,84989.6171875,78342.9921875,80422.1875,61591641630
2025-02-28 00:00:00,80164.59375,83002.140625,79938.640625,81493.0859375,50663266823
2025-03-01 00:00:00,81494.4375,81964.296875,75242.28125,81297.6171875,80562965278
2025-03-02 00:00:00,81298.4375,83368.5625,80739.9296875,82896.046875,28126629991
2025-03-03 00:00:00,82900.234375,91608.09375,81966.4296875,90516.9609375,56086292370
2025-03-04 00:00:00,90517.03125,90691.1796875,81123.921875,82080.5703125,66827674139
2025-03-05 00:00:00,82079.0390625,83686.671875,77602.953125,82103.734375,64099208419
2025-03-06 00:00:00,82104.453125,84309.5078125,81349.703125,83955.0234375,46783019993
2025-03-07 00:00:00,83953.9140625,85848.46875,81401.7734375,83396.7734375,44265268066
2025-03-08 00:00:00,83398.2109375,84484.4921875,78527.359375,80057.5078125,60863310226
2025-03-09 00:00:00,80057.484375,80154.0390625,78685.1328125,79537.1484375,16807724357
2025-03-10 00:00:00,79536.8828125,79829.3671875,73770.2109375,74216.390625,28451716084
2025-03-11 00:00:00,74212.8046875,77447.15625,71543.2109375,72449.3828125,49873851027
2025-03-12 00:00:00,72441.8828125,76467.796875,70652.0078125,75921.3359375,50120708741
2025-03-13 00:00:00,75916.9140625,77442.609375,73867.6953125,76910.546875,37070244252
2025-03-14 00:00:00,76912.890625,77397.8046875,73578.7890625,74682.2109375,28938982639
2025-03-15 00:00:00,74682.484375,78423.9765625,74418.109375,76877.90625,27089396321
2025-03-16 00:00:00,76877.2734375,77522.0625,76869.484375,77262.0859375,12504464282
2025-03-17 00:00:00,77253.1171875,78150.8515625,75362.8046875,75902.7890625,19605632509
2025-03-18 00:00:00,75899.7109375,77595.4375,75626.4140625,77004.0,22982206272
2025-03-19 00:00:00,77004.0234375,77004.0234375,74391.0703125,75619.6796875,22027899314
2025-03-20 00:00:00,75619.9609375,79764.75,75501.1796875,79597.03125,32013185386
2025-03-21 00:00:00,79614.1953125,80111.5,77091.9296875,77548.453125,26746207327
2025-03-22 00:00:00,77546.0078125,78124.65625,76776.046875,77269.359375,17496597844
2025-03-23 00:00:00,77272.1328125,77702.0546875,76945.90625,77102.203125,9071369915
2025-03-24 00:00:00,77101.65625,79451.359375,77067.640625,79414.0703125,11622764623
2025-03-25 00:00:00,79429.3515625,82089.484375,79013.890625,80998.265625,32013324882
2025-03-26 00:00:00,81011.140625,82052.0625,79926.25,81077.4375,27812383135
2025-03-27 00:00:00,81066.8046875,81841.796875,79870.984375,80904.7265625,24861466861
2025-03-28 00:00:00,80900.4140625,81440.8828125,79560.265625,80713.4453125,22603359477
2025-03-29 00:00:00,80720.96875,81033.8984375,77217.203125,77562.5546875,31445562241
2025-03-30 00:00:00,77561.5625,77759.4921875,75062.4296875,75948.3125,15603325807
2025-03-31 00:00:00,75947.7578125,76782.6796875,75479.0703125,76068.453125,13640164917
2025-04-01 00:00:00,76069.875,77608.0390625,75003.8515625,76306.0703125,26810754481
2025-04-02 00:00:00,76308.84375,79155.0625,76164.234375,78896.2890625,26100457322
2025-04-03 00:00:00,78906.890625,81226.640625,75938.28125,75638.078125,43634132047
2025-04-04 00:00:00,75639.6953125,76849.2578125,73181.8515625,75249.03125,33369329524
2025-04-05 00:00:00,75246.6953125,77109.7421875,73927.140625,76502.109375,41203456600
2025-04-06 00:00:00,76502.921875,76833.515625,75164.4140625,76192.7890625,13121562941
2025-04-07 00:00:00,76192.515625,76375.1953125,70136.125,71222.34375,33050202697
2025-04-08 00:00:00,71228.578125,74059.921875,67559.84375,72589.625,83607971616
2025-04-09 00:00:00,72574.1796875,73695.546875,69433.5390625,69481.53125,44013191049
2025-04-10 00:00:00,69483.0,76281.1171875,67571.9765625,75397.6953125,76894873353
2025-04-11 00:00:00,75390.4140625,75480.4765625,70132.09375,70715.5,39713788054
2025-04-12 00:00:00,70714.53125,74218.1484375,69778.921875,73475.828125,36697705893
2025-04-13 00:00:00,73475.5390625,75590.9609375,72916.015625,75089.9296875,21357692783
2025-04-14 00:00:00,75083.203125,75730.953125,73342.3203125,73775.84375,25387133845
2025-04-15 00:00:00,73784.2578125,75494.0546875,73780.828125,74560.1328125,30065536227
2025-04-16 00:00:00,74557.75,76372.0859375,74002.7578125,74074.078125,24824742777
2025-04-17 00:00:00,74078.96875,75125.203125,73427.2890625,73748.7109375,25992792214
2025-04-18 00:00:00,73745.90625,75230.8125,73635.8828125,74650.6171875,18709195113
2025-04-19 00:00:00,74654.5234375,74825.8671875,74125.78125,74259.3671875,11192325116
2025-04-20 00:00:00,74259.421875,75267.859375,74173.765625,74798.046875,13417823311
2025-04-21 00:00:00,74800.3828125,75011.6953125,73842.6015625,74400.4375,12809165697
2025-04-22 00:00:00,74398.0234375,76850.9453125,74295.6640625,76009.8203125,35952425595
2025-04-23 00:00:00,76012.3984375,82613.7109375,75818.4921875,82320.71875,49246102596
2025-04-24 00:00:00,82308.1171875,83051.8125,80824.3125,82702.2109375,36823193346
2025-04-25 00:00:00,82696.28125,82656.21875,80602.234375,82604.3046875,27682998639
2025-04-26 00:00:00,82613.5,84226.3828125,81850.1640625,83050.9296875,35874475737
2025-04-27 00:00:00,83045.8046875,83506.8671875,82383.59375,83071.609375,15458776611
2025-04-28 00:00:00,83083.8828125,83741.171875,82411.5,82643.6796875,15946424009
2025-04-29 00:00:00,82644.078125,84178.8671875,81763.8515625,83247.546875,28366110459
2025-04-30 00:00:00,83250.2734375,83724.09375,82350.8203125,82776.671875,22656311121
2025-05-01 00:00:00,82778.1484375,83736.15625,81787.6796875,83206.0625,25034673154
2025-05-02 00:00:00,83210.96875,86330.234375,83158.65625,85401.4140625,29097101994
2025-05-03 00:00:00,85403.7421875,86137.4140625,85095.3359375,85741.1796875,23376797858
2025-05-04 00:00:00,85736.375,85771.1015625,84784.7578125,84840.265625,13957068288
2025-05-05 00:00:00,84827.3359375,85218.1640625,83187.0625,83307.4140625,16074537504
2025-05-06 00:00:00,83310.5859375,84141.640625,82520.859375,83756.9921875,22821496681
2025-05-07 00:00:00,83757.2890625,85426.796875,82264.6328125,85362.75,23413552255
2025-05-08 00:00:00,85360.734375,86096.1015625,84671.3515625,85846.2421875,68108973441
2025-05-09 00:00:00,85847.9453125,92621.78125,85644.3359375,91947.875,62249546110
2025-05-10 00:00:00,91945.796875,92689.703125,91195.3671875,91525.640625,51729820240
2025-05-11 00:00:00,91528.1875,93279.015625,91400.875,93059.328125,37577657234
2025-05-12 00:00:00,93063.546875,93274.1328125,91875.75,92717.7421875,41222159515
2025-05-13 00:00:00,92718.2890625,94557.046875,90975.015625,92655.1328125,57001391685
2025-05-14 00:00:00,92654.71875,93836.40625,91402.15625,93123.5390625,47030178547
2025-05-15 00:00:00,93121.3203125,92942.296875,91658.96875,92590.328125,41096308542
2025-05-16 00:00:00,92589.8046875,93226.34375,90745.3984375,92694.90625,45039310410
2025-05-17 00:00:00,92686.875,93821.8359375,92055.359375,92715.125,39765465302
2025-05-18 00:00:00,92715.125,92919.078125,91971.4296875,92447.9609375,33952972315
2025-05-19 00:00:00,92444.265625,95269.6171875,92404.53125,95134.5234375,44585831283
2025-05-20 00:00:00,95120.6953125,95726.1796875,91086.96875,94018.96875,54984634070
