series_name,price,trade_date
爪子刀（★ StatTrak™） | 黑色层压板 (战痕累累),7995.0,2025-07-05
爪子刀（★ StatTrak™） | 黑色层压板 (战痕累累),7900.0,2025-07-05
爪子刀（★ StatTrak™） | 黑色层压板 (战痕累累),7999.0,2025-07-03
爪子刀（★ StatTrak™） | 黑色层压板 (战痕累累),7805.0,2025-07-02
爪子刀（★ StatTrak™） | 黑色层压板 (战痕累累),7899.5,2025-07-02
爪子刀（★ StatTrak™） | 黑色层压板 (战痕累累),7656.0,2025-07-01
爪子刀（★ StatTrak™） | 黑色层压板 (战痕累累),7850.0,2025-06-14
熊刀（★ StatTrak™）,1458.87,2025-07-18
熊刀（★ StatTrak™）,1445.0,2025-07-18
熊刀（★ StatTrak™）,1420.0,2025-07-18
熊刀（★ StatTrak™）,1450.0,2025-07-18
熊刀（★ StatTrak™）,1420.0,2025-07-17
熊刀（★ StatTrak™）,1477.0,2025-07-16
熊刀（★ StatTrak™）,1420.0,2025-07-16
熊刀（★ StatTrak™）,1450.0,2025-07-15
熊刀（★ StatTrak™）,1484.0,2025-07-15
廓尔喀刀（★） | 渐变之色 (崭新出厂),3449.5,2025-07-19
廓尔喀刀（★） | 渐变之色 (崭新出厂),3450.0,2025-07-19
廓尔喀刀（★） | 渐变之色 (崭新出厂),3600.0,2025-07-19
廓尔喀刀（★） | 渐变之色 (崭新出厂),3394.0,2025-07-18
廓尔喀刀（★） | 渐变之色 (崭新出厂),3789.0,2025-07-18
廓尔喀刀（★） | 渐变之色 (崭新出厂),3410.0,2025-07-18
廓尔喀刀（★） | 渐变之色 (崭新出厂),3900.0,2025-07-18
廓尔喀刀（★） | 渐变之色 (崭新出厂),3300.0,2025-07-18
廓尔喀刀（★） | 渐变之色 (崭新出厂),3388.5,2025-07-18
廓尔喀刀（★） | 渐变之色 (崭新出厂),3389.0,2025-07-18
M9 刺刀（★） | 黑色层压板 (久经沙场),6989.0,2025-07-19
M9 刺刀（★） | 黑色层压板 (久经沙场),6898.5,2025-07-18
M9 刺刀（★） | 黑色层压板 (久经沙场),6900.0,2025-07-18
M9 刺刀（★） | 黑色层压板 (久经沙场),7219.0,2025-07-15
M9 刺刀（★） | 黑色层压板 (久经沙场),7117.5,2025-07-15
M9 刺刀（★） | 黑色层压板 (久经沙场),7150.0,2025-07-14
M9 刺刀（★） | 黑色层压板 (久经沙场),7148.0,2025-07-14
M9 刺刀（★） | 黑色层压板 (久经沙场),6950.0,2025-07-14
M9 刺刀（★） | 黑色层压板 (久经沙场),7120.0,2025-07-13
爪子刀（★） | 大马士革钢 (略有磨损),8115.5,2025-07-19
爪子刀（★） | 大马士革钢 (略有磨损),7900.0,2025-07-17
爪子刀（★） | 大马士革钢 (略有磨损),8498.5,2025-07-14
爪子刀（★） | 大马士革钢 (略有磨损),8500.0,2025-07-14
爪子刀（★） | 大马士革钢 (略有磨损),8120.0,2025-07-13
爪子刀（★） | 大马士革钢 (略有磨损),8300.0,2025-07-13
爪子刀（★） | 大马士革钢 (略有磨损),8518.0,2025-07-12
爪子刀（★） | 大马士革钢 (略有磨损),8549.0,2025-07-12
爪子刀（★） | 大马士革钢 (略有磨损),8450.0,2025-07-11
爪子刀（★） | 大马士革钢 (略有磨损),8290.0,2025-07-11
蝴蝶刀（★） | 蓝钢 (略有磨损),11662.0,2025-07-19
蝴蝶刀（★） | 蓝钢 (略有磨损),10555.0,2025-07-18
蝴蝶刀（★） | 蓝钢 (略有磨损),11500.0,2025-07-16
蝴蝶刀（★） | 蓝钢 (略有磨损),12299.0,2025-07-15
蝴蝶刀（★） | 蓝钢 (略有磨损),12100.0,2025-07-15
蝴蝶刀（★） | 蓝钢 (略有磨损),12400.0,2025-07-15
蝴蝶刀（★） | 蓝钢 (略有磨损),12000.0,2025-07-15
蝴蝶刀（★） | 蓝钢 (略有磨损),12120.0,2025-07-14
蝴蝶刀（★） | 蓝钢 (略有磨损),12000.0,2025-07-14
蝴蝶刀（★） | 蓝钢 (略有磨损),12050.0,2025-07-14
弯刀（★） | 自动化 (略有磨损),1400.0,2025-07-19
弯刀（★） | 自动化 (略有磨损),1530.0,2025-07-18
弯刀（★） | 自动化 (略有磨损),1540.0,2025-07-18
弯刀（★） | 自动化 (略有磨损),1450.0,2025-07-18
弯刀（★） | 自动化 (略有磨损),1499.0,2025-07-18
弯刀（★） | 自动化 (略有磨损),1494.99,2025-07-18
弯刀（★） | 自动化 (略有磨损),1539.0,2025-07-16
弯刀（★） | 自动化 (略有磨损),1535.0,2025-07-15
短剑（★） | 虎牙 (崭新出厂),3800.0,2025-07-19
短剑（★） | 虎牙 (崭新出厂),3770.0,2025-07-19
短剑（★） | 虎牙 (崭新出厂),3769.5,2025-07-19
短剑（★） | 虎牙 (崭新出厂),3660.0,2025-07-18
短剑（★） | 虎牙 (崭新出厂),3742.0,2025-07-18
短剑（★） | 虎牙 (崭新出厂),3750.0,2025-07-18
短剑（★） | 虎牙 (崭新出厂),3680.0,2025-07-18
短剑（★） | 虎牙 (崭新出厂),3745.0,2025-07-18
短剑（★） | 虎牙 (崭新出厂),3744.5,2025-07-18
流浪者匕首（★） | 蓝钢 (久经沙场),2150.0,2025-07-19
流浪者匕首（★） | 蓝钢 (久经沙场),2140.0,2025-07-19
流浪者匕首（★） | 蓝钢 (久经沙场),2139.5,2025-07-19
流浪者匕首（★） | 蓝钢 (久经沙场),2060.0,2025-07-19
流浪者匕首（★） | 蓝钢 (久经沙场),2060.0,2025-07-18
流浪者匕首（★） | 蓝钢 (久经沙场),2220.0,2025-07-18
流浪者匕首（★） | 蓝钢 (久经沙场),2150.0,2025-07-18
流浪者匕首（★） | 蓝钢 (久经沙场),2070.0,2025-07-18
流浪者匕首（★） | 蓝钢 (久经沙场),2300.0,2025-07-16
廓尔喀刀（★ StatTrak™） | 北方森林 (久经沙场),816.0,2025-07-19
廓尔喀刀（★ StatTrak™） | 北方森林 (久经沙场),838.12,2025-07-19
廓尔喀刀（★ StatTrak™） | 北方森林 (久经沙场),827.0,2025-07-18
廓尔喀刀（★ StatTrak™） | 北方森林 (久经沙场),828.99,2025-07-18
廓尔喀刀（★ StatTrak™） | 北方森林 (久经沙场),810.0,2025-07-18
廓尔喀刀（★ StatTrak™） | 北方森林 (久经沙场),830.0,2025-07-18
廓尔喀刀（★ StatTrak™） | 北方森林 (久经沙场),820.0,2025-07-18
廓尔喀刀（★ StatTrak™） | 北方森林 (久经沙场),828.0,2025-07-17
廓尔喀刀（★ StatTrak™） | 北方森林 (久经沙场),845.0,2025-07-16
廓尔喀刀（★ StatTrak™） | 北方森林 (久经沙场),866.0,2025-07-16
锯齿爪刀（★） | 夜色 (久经沙场),2543.5,2025-07-18
锯齿爪刀（★） | 夜色 (久经沙场),2450.0,2025-07-18
锯齿爪刀（★） | 夜色 (久经沙场),2548.88,2025-07-18
锯齿爪刀（★） | 夜色 (久经沙场),2730.0,2025-07-16
锯齿爪刀（★） | 夜色 (久经沙场),2795.0,2025-07-16
锯齿爪刀（★） | 夜色 (久经沙场),2840.0,2025-07-15
锯齿爪刀（★） | 夜色 (久经沙场),2750.0,2025-07-15
锯齿爪刀（★） | 夜色 (久经沙场),2835.0,2025-07-15
锯齿爪刀（★） | 夜色 (久经沙场),2739.5,2025-07-15
锯齿爪刀（★） | 夜色 (久经沙场),2798.0,2025-07-15
